Row Labels,Merchant Street Address,Transaction WeekOfYear,Average of Unit Cost,Average of unleadedavgPrice,Average of unleadedstedev,
#40 Wallis,I-44 & Hwy 19,28,2.1,2.120970874,0.071927449,High
7-Eleven 30137,625 W Roosevelt Rd,42,2.66,2.344356436,0.110547871,High
Boomland #1,100 Beasley Park Rd,31,2.1,2.198024691,0.049356351,High
BP 5823836,2532 E US Highway 36,41,2.3,2.369791667,0.059453284,High
BP 5823836,2532 E US Highway 36,42,2.3,2.344356436,0.110547871,High
BP 5823836,2532 E US Highway 36,44,2.59,2.586727273,0.138166959,High
BP 5823836,2532 E US Highway 36,46,2.6,2.640891089,0.042687211,High
BP 5823836,2532 E US Highway 36,47,2.6,2.519753086,0.082461738,High
BP 5823836,2532 E US Highway 36,48,2.47,2.464803922,0.085094361,High
BP 6295612,1860 E Court St,43,2.34,2.445714286,0.12409563,High
BP 6549448,302 W Washington St,18,2.2,2.130454545,0.059343324,High
BP 6549448,302 W Washington St,41,2.3,2.369791667,0.059453284,High
BP 8293250,1043 S Crescent St,46,2.54,2.640891089,0.042687211,High
BP 8608770,301 S Murray Rd,50,2.33,2.351440678,0.089081499,High
BP 8614653,2901 Adlai Stevenson Dr,39,2.4,2.398737864,0.104381273,High
BP 8617102,1821 Philo Rd,1,2.33,2.433513514,0.108608125,Average
BP 8617102,1821 Philo Rd,2,2.493333333,2.479344262,0.056198257,Average
BP 8617102,1821 Philo Rd,3,2.34,2.400842105,0.142004369,Average
BP 8617102,1821 Philo Rd,4,2.255,2.236203704,0.088715839,Average
BP 8617102,1821 Philo Rd,5,2.14,2.169454545,0.065718839,Average
BP 8617102,1821 Philo Rd,6,2.123333333,2.114,0.06391221,Average
BP 8617102,1821 Philo Rd,7,2.28,2.256153846,0.083320736,High
BP 8617102,1821 Philo Rd,8,2.235,2.278265306,0.083764834,High
BP 8617102,1821 Philo Rd,9,2.24,2.332056075,0.071437244,High
BP 8617102,1821 Philo Rd,11,2.4,2.197592593,0.165200928,High
BP 8617102,1821 Philo Rd,12,2.28,2.353861386,0.056920476,High
BP 8617102,1821 Philo Rd,14,2.38,2.348469388,0.164243671,High
BP 8617102,1821 Philo Rd,16,2.1,2.288518519,0.163099733,High
BP 8617102,1821 Philo Rd,17,2.18,2.210505051,0.074290848,High
BP 8617102,1821 Philo Rd,18,2.09,2.130454545,0.059343324,High
BP 8617102,1821 Philo Rd,20,2.25,2.2975,0.098990787,High
BP 8617102,1821 Philo Rd,21,2.24,2.25754902,0.127663204,High
BP 8617102,1821 Philo Rd,22,2.166666667,2.209885057,0.043894542,High
BP 8617102,1821 Philo Rd,23,2.16,2.186530612,0.101026709,High
BP 8617102,1821 Philo Rd,25,2.04,2.05311828,0.038701154,High
BP 8617102,1821 Philo Rd,27,2.12,2.145816327,0.051210571,High
BP 8617102,1821 Philo Rd,29,2.03,2.067272727,0.082780977,High
BP 8617102,1821 Philo Rd,30,2.1,2.132427184,0.114055938,High
BP 8617102,1821 Philo Rd,32,2.17,2.262788462,0.19092751,High
BP 8617102,1821 Philo Rd,33,2.345,2.328241758,0.08020243,High
BP 8617102,1821 Philo Rd,34,2.27,2.284326923,0.056099157,High
BP 8617102,1821 Philo Rd,35,2.382,2.391445783,0.078088951,High
BP 8617102,1821 Philo Rd,36,2.58,2.534886364,0.095158601,High
BP 8617102,1821 Philo Rd,37,2.57,2.541935484,0.124867391,High
BP 8617102,1821 Philo Rd,39,2.385,2.398737864,0.104381273,High
BP 8617102,1821 Philo Rd,41,2.37,2.369791667,0.059453284,High
BP 8617102,1821 Philo Rd,43,2.44,2.445714286,0.12409563,High
BP 8617102,1821 Philo Rd,44,2.43,2.586727273,0.138166959,High
BP 8617102,1821 Philo Rd,46,2.66,2.640891089,0.042687211,High
BP 8617102,1821 Philo Rd,48,2.49,2.464803922,0.085094361,High
BP 8617102,1821 Philo Rd,49,2.47,2.394035088,0.021686393,High
BP 8617102,1821 Philo Rd,51,2.3,2.410736842,0.144864148,High
BP 8617102,1821 Philo Rd,52,2.37,2.470526316,0.064325529,High
BP 8617219,2416 N University St,33,2.3,2.328241758,0.08020243,High
BP 8617219,2416 N University St,38,2.3,2.4240625,0.121789967,High
BP 8879926,110 N Lewis Ave,3,2.3,2.400842105,0.142004369,Average
BP 9178526,149 E Ogden Ave,11,2.34,2.197592593,0.165200928,High
BP 9444449,1000 E Southline Rd,17,2.16,2.210505051,0.074290848,High
BP 9783440,628 N Lake St,15,2.5,2.349605263,0.080157192,High
BPS Oil Co. 1480,705 Old Route 36,18,2.3,2.130454545,0.059343324,High
BPS Oil Co. 1480,705 Old Route 36,36,2.5,2.534886364,0.095158601,High
Bucky's Express,1598 W Ogden Ave,14,2.37,2.348469388,0.164243671,High
C C FD. Mt Hamel,I-55 & Route 140/I,40,2.36,2.419807692,0.071080165,High
C C Mart Pierron,RR 143,5,2.4,2.169454545,0.065718839,Average
Caseys Gen. Store 149,500 W Central Ave,35,2.37,2.391445783,0.078088951,High
Caseys Gen. Store 166,300 Route 45 S,34,2.15,2.284326923,0.056099157,High
Caseys Gen. Store 166,408 N Lincoln St,1,2.35,2.433513514,0.108608125,Average
Caseys Gen. Store 166,408 N Lincoln St,12,2.23,2.353861386,0.056920476,High
Caseys Gen. Store 166,408 N Lincoln St,32,2.4,2.262788462,0.19092751,High
Caseys Gen. Store 166,408 N Lincoln St,33,2.4,2.328241758,0.08020243,High
Caseys Gen. Store 166,408 N Lincoln St,34,2.18,2.284326923,0.056099157,High
Caseys Gen. Store 166,408 N Lincoln St,35,2.27,2.391445783,0.078088951,High
Caseys Gen. Store 166,408 N Lincoln St,36,2.6,2.534886364,0.095158601,High
Caseys Gen. Store 166,408 N Lincoln St,38,2.45,2.4240625,0.121789967,High
Caseys Gen. Store 166,408 N Lincoln St,42,2.3,2.344356436,0.110547871,High
Caseys Gen. Store 166,408 N Lincoln St,44,2.7,2.586727273,0.138166959,High
Caseys Gen. Store 166,408 N Lincoln St,45,2.66,2.689897959,0.044199522,High
Caseys Gen. Store 166,408 N Lincoln St,47,2.53,2.519753086,0.082461738,High
Caseys Gen. Store 166,408 N Lincoln St,49,2.4,2.394035088,0.021686393,High
Caseys Gen. Store 166,408 N Lincoln St,51,2.5,2.410736842,0.144864148,High
Caseys Gen. Store 172,2401 Marshall Ave,40,2.16,2.419807692,0.071080165,High
Caseys Gen. Store 177,401 E Warren St,2,2.5,2.479344262,0.056198257,Average
Caseys Gen. Store 177,401 E Warren St,6,2.17,2.114,0.06391221,Average
Caseys Gen. Store 200,102 S Prairieview Rd,24,2.08,2.134955752,0.144902208,High
Caseys Gen. Store 203,502 W Main St,14,2.5,2.348469388,0.164243671,High
Caseys Gen. Store 203,502 W Main St,21,2.2,2.25754902,0.127663204,High
Caseys Gen. Store 203,502 W Main St,41,2.34,2.369791667,0.059453284,High
Caseys Gen. Store 203,502 W Main St,46,2.6,2.640891089,0.042687211,High
Caseys Gen. Store 203,502 W Main St,47,2.53,2.519753086,0.082461738,High
Caseys Gen. Store 222,502 N Main St,1,2.4,2.433513514,0.108608125,Average
Caseys Gen. Store 222,502 N Main St,2,2.45,2.479344262,0.056198257,Average
Caseys Gen. Store 222,502 N Main St,4,2.4,2.236203704,0.088715839,Average
Caseys Gen. Store 222,502 N Main St,5,2.08,2.169454545,0.065718839,Average
Caseys Gen. Store 222,502 N Main St,6,2.1,2.114,0.06391221,Average
Caseys Gen. Store 222,502 N Main St,8,2.25,2.278265306,0.083764834,High
Caseys Gen. Store 222,502 N Main St,9,2.22,2.332056075,0.071437244,High
Caseys Gen. Store 222,502 N Main St,10,2.2,2.253245614,0.127525778,High
Caseys Gen. Store 222,502 N Main St,11,2.4,2.197592593,0.165200928,High
Caseys Gen. Store 222,502 N Main St,12,2.23,2.353861386,0.056920476,High
Caseys Gen. Store 222,502 N Main St,13,2.23,2.281521739,0.067187368,High
Caseys Gen. Store 222,502 N Main St,14,2.5,2.348469388,0.164243671,High
Caseys Gen. Store 222,502 N Main St,15,2.5,2.349605263,0.080157192,High
Caseys Gen. Store 222,502 N Main St,16,2.15,2.288518519,0.163099733,High
Caseys Gen. Store 222,502 N Main St,17,2.26,2.210505051,0.074290848,High
Caseys Gen. Store 222,502 N Main St,19,2.09,2.265164835,0.085872808,High
Caseys Gen. Store 222,502 N Main St,20,2.26,2.2975,0.098990787,High
Caseys Gen. Store 222,502 N Main St,21,2.2,2.25754902,0.127663204,High
Caseys Gen. Store 222,502 N Main St,22,2.18,2.209885057,0.043894542,High
Caseys Gen. Store 222,502 N Main St,23,2.16,2.186530612,0.101026709,High
Caseys Gen. Store 222,502 N Main St,24,2.1,2.134955752,0.144902208,High
Caseys Gen. Store 222,502 N Main St,26,2.2,2.099270833,0.102569563,High
Caseys Gen. Store 222,502 N Main St,27,2.12,2.145816327,0.051210571,High
Caseys Gen. Store 222,502 N Main St,28,2.08,2.120970874,0.071927449,High
Caseys Gen. Store 222,502 N Main St,29,2.13,2.067272727,0.082780977,High
Caseys Gen. Store 222,502 N Main St,30,2,2.132427184,0.114055938,High
Caseys Gen. Store 222,502 N Main St,31,2.2,2.198024691,0.049356351,High
Caseys Gen. Store 222,502 N Main St,32,2.17,2.262788462,0.19092751,High
Caseys Gen. Store 222,502 N Main St,33,2.4,2.328241758,0.08020243,High
Caseys Gen. Store 222,502 N Main St,34,2.28,2.284326923,0.056099157,High
Caseys Gen. Store 222,502 N Main St,35,2.32,2.391445783,0.078088951,High
Caseys Gen. Store 222,502 N Main St,37,2.55,2.541935484,0.124867391,High
Caseys Gen. Store 222,502 N Main St,38,2.49,2.4240625,0.121789967,High
Caseys Gen. Store 222,502 N Main St,39,2.38,2.398737864,0.104381273,High
Caseys Gen. Store 222,502 N Main St,41,2.34,2.369791667,0.059453284,High
Caseys Gen. Store 222,502 N Main St,42,2.3,2.344356436,0.110547871,High
Caseys Gen. Store 222,502 N Main St,44,2.7,2.586727273,0.138166959,High
Caseys Gen. Store 222,502 N Main St,46,2.7,2.640891089,0.042687211,High
Caseys Gen. Store 222,502 N Main St,47,2.5,2.519753086,0.082461738,High
Caseys Gen. Store 222,502 N Main St,48,2.47,2.464803922,0.085094361,High
Caseys Gen. Store 222,502 N Main St,50,2.33,2.351440678,0.089081499,High
Caseys Gen. Store 222,502 N Main St,52,2.46,2.470526316,0.064325529,High
Caseys Gen. Store 250,703 E Howard St,5,2.05,2.169454545,0.065718839,Average
Caseys Gen. Store 255,501 N Long St,27,2.1,2.145816327,0.051210571,High
Caseys Gen. Store 255,501 N Long St,31,2.08,2.198024691,0.049356351,High
Caseys Gen. Store 255,501 N Long St,47,2.36,2.519753086,0.082461738,High
Caseys Gen. Store 292,207 S Center St,24,2.19,2.134955752,0.144902208,High
Caseys Gen. Store 292,805 S Sangamon Ave,16,2.3,2.288518519,0.163099733,High
Caseys Gen. Store 293,1301 S Main St,38,2.1,2.4240625,0.121789967,High
Caseys Gen. Store 293,3001 E Clear Lake Ave,19,2.24,2.265164835,0.085872808,High
Caseys Gen. Store 293,3001 E Clear Lake Ave,21,2.08,2.25754902,0.127663204,High
Caseys Gen. Store 293,3001 E Clear Lake Ave,38,2.23,2.4240625,0.121789967,High
Caseys Gen. Store 293,3001 E Clear Lake Ave,40,2.37,2.419807692,0.071080165,High
Caseys Gen. Store 323,2100 E University Ave,1,2.37,2.433513514,0.108608125,Average
Caseys Gen. Store 323,2100 E University Ave,2,2.473333333,2.479344262,0.056198257,Average
Caseys Gen. Store 323,2100 E University Ave,3,2.4,2.400842105,0.142004369,Average
Caseys Gen. Store 323,2100 E University Ave,4,2.329,2.236203704,0.088715839,Average
Caseys Gen. Store 323,2100 E University Ave,5,2.15,2.169454545,0.065718839,Average
Caseys Gen. Store 323,2100 E University Ave,6,2.222,2.114,0.06391221,Average
Caseys Gen. Store 323,2100 E University Ave,7,2.3,2.256153846,0.083320736,High
Caseys Gen. Store 323,2100 E University Ave,8,2.4,2.278265306,0.083764834,High
Caseys Gen. Store 323,2100 E University Ave,9,2.3125,2.332056075,0.071437244,High
Caseys Gen. Store 323,2100 E University Ave,11,2.173333333,2.197592593,0.165200928,High
Caseys Gen. Store 323,2100 E University Ave,12,2.3,2.353861386,0.056920476,High
Caseys Gen. Store 323,2100 E University Ave,13,2.27,2.281521739,0.067187368,High
Caseys Gen. Store 323,2100 E University Ave,14,2.358333333,2.348469388,0.164243671,High
Caseys Gen. Store 323,2100 E University Ave,15,2.41,2.349605263,0.080157192,High
Caseys Gen. Store 323,2100 E University Ave,16,2.233333333,2.288518519,0.163099733,High
Caseys Gen. Store 323,2100 E University Ave,17,2.216,2.210505051,0.074290848,High
Caseys Gen. Store 323,2100 E University Ave,18,2.12,2.130454545,0.059343324,High
Caseys Gen. Store 323,2100 E University Ave,19,2.18,2.265164835,0.085872808,High
Caseys Gen. Store 323,2100 E University Ave,20,2.3,2.2975,0.098990787,High
Caseys Gen. Store 323,2100 E University Ave,21,2.226666667,2.25754902,0.127663204,High
Caseys Gen. Store 323,2100 E University Ave,22,2.2,2.209885057,0.043894542,High
Caseys Gen. Store 323,2100 E University Ave,23,2.193333333,2.186530612,0.101026709,High
Caseys Gen. Store 323,2100 E University Ave,24,2.108333333,2.134955752,0.144902208,High
Caseys Gen. Store 323,2100 E University Ave,25,2.046666667,2.05311828,0.038701154,High
Caseys Gen. Store 323,2100 E University Ave,26,2.01,2.099270833,0.102569563,High
Caseys Gen. Store 323,2100 E University Ave,27,2.151111111,2.145816327,0.051210571,High
Caseys Gen. Store 323,2100 E University Ave,28,2.137142857,2.120970874,0.071927449,High
Caseys Gen. Store 323,2100 E University Ave,29,2.04,2.067272727,0.082780977,High
Caseys Gen. Store 323,2100 E University Ave,30,2.04,2.132427184,0.114055938,High
Caseys Gen. Store 323,2100 E University Ave,31,2.24,2.198024691,0.049356351,High
Caseys Gen. Store 323,2100 E University Ave,32,2.225,2.262788462,0.19092751,High
Caseys Gen. Store 323,2100 E University Ave,33,2.42,2.328241758,0.08020243,High
Caseys Gen. Store 323,2100 E University Ave,34,2.32,2.284326923,0.056099157,High
Caseys Gen. Store 323,2100 E University Ave,35,2.365,2.391445783,0.078088951,High
Caseys Gen. Store 323,2100 E University Ave,36,2.511428571,2.534886364,0.095158601,High
Caseys Gen. Store 323,2100 E University Ave,37,2.514,2.541935484,0.124867391,High
Caseys Gen. Store 323,2100 E University Ave,38,2.446666667,2.4240625,0.121789967,High
Caseys Gen. Store 323,2100 E University Ave,39,2.414285714,2.398737864,0.104381273,High
Caseys Gen. Store 323,2100 E University Ave,40,2.37,2.419807692,0.071080165,High
Caseys Gen. Store 323,2100 E University Ave,41,2.37,2.369791667,0.059453284,High
Caseys Gen. Store 323,2100 E University Ave,42,2.3,2.344356436,0.110547871,High
Caseys Gen. Store 323,2100 E University Ave,43,2.42,2.445714286,0.12409563,High
Caseys Gen. Store 323,2100 E University Ave,44,2.4725,2.586727273,0.138166959,High
Caseys Gen. Store 323,2100 E University Ave,45,2.685,2.689897959,0.044199522,High
Caseys Gen. Store 323,2100 E University Ave,46,2.652,2.640891089,0.042687211,High
Caseys Gen. Store 323,2100 E University Ave,47,2.535,2.519753086,0.082461738,High
Caseys Gen. Store 323,2100 E University Ave,48,2.468,2.464803922,0.085094361,High
Caseys Gen. Store 323,2100 E University Ave,49,2.4,2.394035088,0.021686393,High
Caseys Gen. Store 323,2100 E University Ave,50,2.332,2.351440678,0.089081499,High
Caseys Gen. Store 323,2100 E University Ave,51,2.396666667,2.410736842,0.144864148,High
Caseys Gen. Store 323,2100 E University Ave,52,2.465,2.470526316,0.064325529,High
Caseys Gen. Store 341,721 W Stanford Ave,30,2.09,2.132427184,0.114055938,High
Caseys Gen. Store 343,800 E Clinton Ave,15,2.4,2.349605263,0.080157192,High
Caseys Le Roy,417 S Chestnut St,38,2.09,2.4240625,0.121789967,High
Circle K # 01299,401 W Main St,11,2.24,2.197592593,0.165200928,High
Circle K # 01299,401 W Main St,45,2.69,2.689897959,0.044199522,High
Circle K # 01301,2011 N Lincoln Ave,1,2.39,2.433513514,0.108608125,Average
Circle K # 01301,2011 N Lincoln Ave,2,2.49,2.479344262,0.056198257,Average
Circle K # 01301,2011 N Lincoln Ave,3,2.365,2.400842105,0.142004369,Average
Circle K # 01301,2011 N Lincoln Ave,4,2.16,2.236203704,0.088715839,Average
Circle K # 01301,2011 N Lincoln Ave,5,2.18,2.169454545,0.065718839,Average
Circle K # 01301,2011 N Lincoln Ave,7,2.29,2.256153846,0.083320736,High
Circle K # 01301,2011 N Lincoln Ave,8,2.275,2.278265306,0.083764834,High
Circle K # 01301,2011 N Lincoln Ave,9,2.366666667,2.332056075,0.071437244,High
Circle K # 01301,2011 N Lincoln Ave,11,1.95,2.197592593,0.165200928,High
Circle K # 01301,2011 N Lincoln Ave,12,2.41,2.353861386,0.056920476,High
Circle K # 01301,2011 N Lincoln Ave,14,2.24,2.348469388,0.164243671,High
Circle K # 01301,2011 N Lincoln Ave,15,2.445,2.349605263,0.080157192,High
Circle K # 01301,2011 N Lincoln Ave,16,2.25,2.288518519,0.163099733,High
Circle K # 01301,2011 N Lincoln Ave,17,2.188,2.210505051,0.074290848,High
Circle K # 01301,2011 N Lincoln Ave,18,2.12,2.130454545,0.059343324,High
Circle K # 01301,2011 N Lincoln Ave,19,2.316666667,2.265164835,0.085872808,High
Circle K # 01301,2011 N Lincoln Ave,20,2.283333333,2.2975,0.098990787,High
Circle K # 01301,2011 N Lincoln Ave,21,2.275,2.25754902,0.127663204,High
Circle K # 01301,2011 N Lincoln Ave,22,2.22,2.209885057,0.043894542,High
Circle K # 01301,2011 N Lincoln Ave,23,2.17,2.186530612,0.101026709,High
Circle K # 01301,2011 N Lincoln Ave,24,2.08,2.134955752,0.144902208,High
Circle K # 01301,2011 N Lincoln Ave,25,2.06,2.05311828,0.038701154,High
Circle K # 01301,2011 N Lincoln Ave,26,2.075,2.099270833,0.102569563,High
Circle K # 01301,2011 N Lincoln Ave,27,2.11,2.145816327,0.051210571,High
Circle K # 01301,2011 N Lincoln Ave,28,2.093333333,2.120970874,0.071927449,High
Circle K # 01301,2011 N Lincoln Ave,29,2.04,2.067272727,0.082780977,High
Circle K # 01301,2011 N Lincoln Ave,30,2,2.132427184,0.114055938,High
Circle K # 01301,2011 N Lincoln Ave,31,2.2,2.198024691,0.049356351,High
Circle K # 01301,2011 N Lincoln Ave,32,2.4,2.262788462,0.19092751,High
Circle K # 01301,2011 N Lincoln Ave,33,2.25,2.328241758,0.08020243,High
Circle K # 01301,2011 N Lincoln Ave,35,2.39,2.391445783,0.078088951,High
Circle K # 01301,2011 N Lincoln Ave,36,2.57,2.534886364,0.095158601,High
Circle K # 01301,2011 N Lincoln Ave,37,2.51,2.541935484,0.124867391,High
Circle K # 01301,2011 N Lincoln Ave,38,2.423333333,2.4240625,0.121789967,High
Circle K # 01301,2011 N Lincoln Ave,39,2.4,2.398737864,0.104381273,High
Circle K # 01301,2011 N Lincoln Ave,40,2.435,2.419807692,0.071080165,High
Circle K # 01301,2011 N Lincoln Ave,42,2.363333333,2.344356436,0.110547871,High
Circle K # 01301,2011 N Lincoln Ave,43,2.5825,2.445714286,0.12409563,High
Circle K # 01301,2011 N Lincoln Ave,44,2.526666667,2.586727273,0.138166959,High
Circle K # 01301,2011 N Lincoln Ave,45,2.685,2.689897959,0.044199522,High
Circle K # 01301,2011 N Lincoln Ave,46,2.605,2.640891089,0.042687211,High
Circle K # 01301,2011 N Lincoln Ave,47,2.5,2.519753086,0.082461738,High
Circle K # 01301,2011 N Lincoln Ave,48,2.416666667,2.464803922,0.085094361,High
Circle K # 01301,2011 N Lincoln Ave,49,2.38,2.394035088,0.021686393,High
Circle K # 01301,2011 N Lincoln Ave,50,2.34,2.351440678,0.089081499,High
Circle K # 01301,2011 N Lincoln Ave,51,2.4375,2.410736842,0.144864148,High
Circle K # 01301,2011 N Lincoln Ave,52,3.06,2.470526316,0.064325529,High
Circle K # 1619,6211 Delmar Blvd,38,2.18,2.4240625,0.121789967,High
Circle K # 1622,1545 S New Florissant Rd,5,2.3,2.169454545,0.065718839,Average
Circle K # 27,13340 N US Highway 31,12,2.1,2.353861386,0.056920476,High
Circle K #1399,1601 W Springfield Ave,1,2.5,2.433513514,0.108608125,Average
Circle K #1399,1601 W Springfield Ave,12,2.3,2.353861386,0.056920476,High
Circle K #1399,1601 W Springfield Ave,49,2.4,2.394035088,0.021686393,High
Circle K #1400,407A N Dunlap Ave,2,2.4,2.479344262,0.056198257,Average
Circle K #1400,407A N Dunlap Ave,4,2.13,2.236203704,0.088715839,Average
Circle K #1400,407A N Dunlap Ave,8,2.14,2.278265306,0.083764834,High
Circle K #1400,407A N Dunlap Ave,9,2.22,2.332056075,0.071437244,High
Circle K #1400,407A N Dunlap Ave,10,2.16,2.253245614,0.127525778,High
Circle K #1400,407A N Dunlap Ave,11,2.05,2.197592593,0.165200928,High
Circle K #1400,407A N Dunlap Ave,13,2.27,2.281521739,0.067187368,High
Circle K #1400,407A N Dunlap Ave,14,2.5,2.348469388,0.164243671,High
Circle K #1400,407A N Dunlap Ave,15,2.25,2.349605263,0.080157192,High
Circle K #1400,407A N Dunlap Ave,16,2.4,2.288518519,0.163099733,High
Circle K #1400,407A N Dunlap Ave,17,2.2,2.210505051,0.074290848,High
Circle K #1400,407A N Dunlap Ave,18,2.03,2.130454545,0.059343324,High
Circle K #1400,407A N Dunlap Ave,19,2.2,2.265164835,0.085872808,High
Circle K #1400,407A N Dunlap Ave,20,2.15,2.2975,0.098990787,High
Circle K #1400,407A N Dunlap Ave,22,2.15,2.209885057,0.043894542,High
Circle K #1400,407A N Dunlap Ave,23,2.07,2.186530612,0.101026709,High
Circle K #1400,407A N Dunlap Ave,24,2.045,2.134955752,0.144902208,High
Circle K #1400,407A N Dunlap Ave,26,2.175,2.099270833,0.102569563,High
Circle K #1400,407A N Dunlap Ave,27,2.06,2.145816327,0.051210571,High
