Row Labels,Merchant Street Address,Transaction WeekOfYear,Average of Unit Cost,Average of unleadedavgPrice,Average of unleadedstedev,
Circle K #1400,407A N Dunlap Ave,28,2.19,2.120970874,0.071927449,High
Circle K #1400,407A N Dunlap Ave,29,2.096,2.067272727,0.082780977,High
Circle K #1400,407A N Dunlap Ave,30,2.064,2.132427184,0.114055938,High
Circle K #1400,407A N Dunlap Ave,32,2,2.262788462,0.19092751,High
Circle K #1400,407A N Dunlap Ave,33,2.19,2.328241758,0.08020243,High
Circle K #1400,407A N Dunlap Ave,35,2.375,2.391445783,0.078088951,High
Circle K #1400,407A N Dunlap Ave,36,2.513333333,2.534886364,0.095158601,High
Circle K #1400,407A N Dunlap Ave,37,2.496666667,2.541935484,0.124867391,High
Circle K #1400,407A N Dunlap Ave,38,2.2875,2.4240625,0.121789967,High
Circle K #1400,407A N Dunlap Ave,39,2.22,2.398737864,0.104381273,High
Circle K #1400,407A N Dunlap Ave,40,2.37,2.419807692,0.071080165,High
Circle K #1400,407A N Dunlap Ave,41,2.34,2.369791667,0.059453284,High
Circle K #1400,407A N Dunlap Ave,42,2.4,2.344356436,0.110547871,High
Circle K #1400,407A N Dunlap Ave,43,2.486666667,2.445714286,0.12409563,High
Circle K #1400,407A N Dunlap Ave,44,2.696666667,2.586727273,0.138166959,High
Circle K #1400,407A N Dunlap Ave,45,2.66,2.689897959,0.044199522,High
Circle K #1400,407A N Dunlap Ave,46,2.52,2.640891089,0.042687211,High
Circle K #1400,407A N Dunlap Ave,47,2.38,2.519753086,0.082461738,High
Circle K #1400,407A N Dunlap Ave,48,2.3,2.464803922,0.085094361,High
Circle K #1400,407A N Dunlap Ave,49,2.365,2.394035088,0.021686393,High
Circle K #1400,407A N Dunlap Ave,50,2.33,2.351440678,0.089081499,High
Circle K #1400,407A N Dunlap Ave,51,2.5,2.410736842,0.144864148,High
Circle K #1400,407A N Dunlap Ave,52,2.49,2.470526316,0.064325529,High
Circle K #1401,602 E Oak St,2,2.49,2.479344262,0.056198257,Average
Circle K #1401,602 E Oak St,4,2.15,2.236203704,0.088715839,Average
Circle K #1401,602 E Oak St,5,2.07,2.169454545,0.065718839,Average
Circle K #1401,602 E Oak St,6,2.03,2.114,0.06391221,Average
Circle K #1401,602 E Oak St,7,2.02,2.256153846,0.083320736,High
Circle K #1401,602 E Oak St,10,2.175,2.253245614,0.127525778,High
Circle K #1401,602 E Oak St,13,2.16,2.281521739,0.067187368,High
Circle K #1401,602 E Oak St,14,2.24,2.348469388,0.164243671,High
Circle K #1401,602 E Oak St,15,2.225,2.349605263,0.080157192,High
Circle K #1401,602 E Oak St,16,2.25,2.288518519,0.163099733,High
Circle K #1401,602 E Oak St,17,2.3,2.210505051,0.074290848,High
Circle K #1401,602 E Oak St,18,2.17,2.130454545,0.059343324,High
Circle K #1401,602 E Oak St,21,2.2,2.25754902,0.127663204,High
Circle K #1401,602 E Oak St,23,2.105,2.186530612,0.101026709,High
Circle K #1401,602 E Oak St,30,1.92,2.132427184,0.114055938,High
Circle K #1401,602 E Oak St,34,2.105,2.284326923,0.056099157,High
Circle K #1401,602 E Oak St,35,2.42,2.391445783,0.078088951,High
Circle K #1401,602 E Oak St,40,2.25,2.419807692,0.071080165,High
Circle K #1401,602 E Oak St,41,2.36,2.369791667,0.059453284,High
Circle K #1401,602 E Oak St,42,2.4,2.344356436,0.110547871,High
Circle K #1401,602 E Oak St,43,2.49,2.445714286,0.12409563,High
Circle K #1401,602 E Oak St,45,2.69,2.689897959,0.044199522,High
Circle K #1401,602 E Oak St,50,2.34,2.351440678,0.089081499,High
Circle K #1403,59 E Green St,5,2.22,2.169454545,0.065718839,Average
Circle K #1406,1503 N Neil St,7,2.29,2.256153846,0.083320736,High
Circle K #1406,1503 N Neil St,40,2.5,2.419807692,0.071080165,High
Circle K #1407,2412 S Main St,24,2.3,2.134955752,0.144902208,High
Circle K #1413,507 W University Ave,1,2.454375,2.433513514,0.108608125,Average
Circle K #1413,507 W University Ave,2,2.477857143,2.479344262,0.056198257,Average
Circle K #1413,507 W University Ave,3,2.389090909,2.400842105,0.142004369,Average
Circle K #1413,507 W University Ave,4,2.187368421,2.236203704,0.088715839,Average
Circle K #1413,507 W University Ave,5,2.2016,2.169454545,0.065718839,Average
Circle K #1413,507 W University Ave,6,2.130526316,2.114,0.06391221,Average
Circle K #1413,507 W University Ave,7,2.29,2.256153846,0.083320736,High
Circle K #1413,507 W University Ave,8,2.327333333,2.278265306,0.083764834,High
Circle K #1413,507 W University Ave,9,2.338666667,2.332056075,0.071437244,High
Circle K #1413,507 W University Ave,10,2.2376,2.253245614,0.127525778,High
Circle K #1413,507 W University Ave,11,2.216190476,2.197592593,0.165200928,High
Circle K #1413,507 W University Ave,12,2.384705882,2.353861386,0.056920476,High
Circle K #1413,507 W University Ave,13,2.255652174,2.281521739,0.067187368,High
Circle K #1413,507 W University Ave,14,2.354666667,2.348469388,0.164243671,High
Circle K #1413,507 W University Ave,15,2.283076923,2.349605263,0.080157192,High
Circle K #1413,507 W University Ave,16,2.2725,2.288518519,0.163099733,High
Circle K #1413,507 W University Ave,17,2.1625,2.210505051,0.074290848,High
Circle K #1413,507 W University Ave,18,2.1,2.130454545,0.059343324,High
Circle K #1413,507 W University Ave,19,2.252727273,2.265164835,0.085872808,High
Circle K #1413,507 W University Ave,20,2.3,2.2975,0.098990787,High
Circle K #1413,507 W University Ave,21,2.265,2.25754902,0.127663204,High
Circle K #1413,507 W University Ave,22,2.189090909,2.209885057,0.043894542,High
Circle K #1413,507 W University Ave,23,2.161,2.186530612,0.101026709,High
Circle K #1413,507 W University Ave,24,2.091304348,2.134955752,0.144902208,High
Circle K #1413,507 W University Ave,25,2.03375,2.05311828,0.038701154,High
Circle K #1413,507 W University Ave,26,2.0984,2.099270833,0.102569563,High
Circle K #1413,507 W University Ave,27,2.127,2.145816327,0.051210571,High
Circle K #1413,507 W University Ave,28,2.10625,2.120970874,0.071927449,High
Circle K #1413,507 W University Ave,29,2.025,2.067272727,0.082780977,High
Circle K #1413,507 W University Ave,30,2.160952381,2.132427184,0.114055938,High
Circle K #1413,507 W University Ave,31,2.196,2.198024691,0.049356351,High
Circle K #1413,507 W University Ave,32,2.212222222,2.262788462,0.19092751,High
Circle K #1413,507 W University Ave,33,2.25,2.328241758,0.08020243,High
Circle K #1413,507 W University Ave,34,2.281304348,2.284326923,0.056099157,High
Circle K #1413,507 W University Ave,35,2.375909091,2.391445783,0.078088951,High
Circle K #1413,507 W University Ave,36,2.555625,2.534886364,0.095158601,High
Circle K #1413,507 W University Ave,37,2.533043478,2.541935484,0.124867391,High
Circle K #1413,507 W University Ave,38,2.4405,2.4240625,0.121789967,High
Circle K #1413,507 W University Ave,39,2.41,2.398737864,0.104381273,High
Circle K #1413,507 W University Ave,40,2.411176471,2.419807692,0.071080165,High
Circle K #1413,507 W University Ave,41,2.378333333,2.369791667,0.059453284,High
Circle K #1413,507 W University Ave,42,2.318695652,2.344356436,0.110547871,High
Circle K #1413,507 W University Ave,43,2.427368421,2.445714286,0.12409563,High
Circle K #1413,507 W University Ave,44,2.630714286,2.586727273,0.138166959,High
Circle K #1413,507 W University Ave,45,2.681818182,2.689897959,0.044199522,High
Circle K #1413,507 W University Ave,46,2.643461538,2.640891089,0.042687211,High
Circle K #1413,507 W University Ave,47,2.516551724,2.519753086,0.082461738,High
Circle K #1413,507 W University Ave,48,2.455517241,2.464803922,0.085094361,High
Circle K #1413,507 W University Ave,49,2.385454545,2.394035088,0.021686393,High
Circle K #1413,507 W University Ave,50,2.348709677,2.351440678,0.089081499,High
Circle K #1413,507 W University Ave,51,2.4064,2.410736842,0.144864148,High
Circle K #1413,507 W University Ave,52,2.45125,2.470526316,0.064325529,High
Circle K #1430,1295 E Grove Ave,44,2.7,2.586727273,0.138166959,High
Circle K #1431,802 Iron Horse Pl,20,2.28,2.2975,0.098990787,High
Circle K #1431,802 Iron Horse Pl,23,2.26,2.186530612,0.101026709,High
Circle K #1432,506 S Prairie View Rd R,9,2.32,2.332056075,0.071437244,High
Circle K #1432,506 S Prairie View Rd R,16,2.15,2.288518519,0.163099733,High
Circle K #1432,506 S Prairie View Rd R,32,2.04,2.262788462,0.19092751,High
Circle K #1434,810 W Green St,1,2.437857143,2.433513514,0.108608125,Average
Circle K #1434,810 W Green St,2,2.466190476,2.479344262,0.056198257,Average
Circle K #1434,810 W Green St,3,2.384666667,2.400842105,0.142004369,Average
Circle K #1434,810 W Green St,4,2.207142857,2.236203704,0.088715839,Average
Circle K #1434,810 W Green St,5,2.194375,2.169454545,0.065718839,Average
Circle K #1434,810 W Green St,6,2.12,2.114,0.06391221,Average
Circle K #1434,810 W Green St,7,2.26,2.256153846,0.083320736,High
Circle K #1434,810 W Green St,8,2.280714286,2.278265306,0.083764834,High
Circle K #1434,810 W Green St,9,2.346,2.332056075,0.071437244,High
Circle K #1434,810 W Green St,10,2.21,2.253245614,0.127525778,High
Circle K #1434,810 W Green St,11,2.169230769,2.197592593,0.165200928,High
Circle K #1434,810 W Green St,12,2.373888889,2.353861386,0.056920476,High
Circle K #1434,810 W Green St,13,2.2525,2.281521739,0.067187368,High
Circle K #1434,810 W Green St,14,2.338666667,2.348469388,0.164243671,High
Circle K #1434,810 W Green St,15,2.336,2.349605263,0.080157192,High
Circle K #1434,810 W Green St,16,2.148888889,2.288518519,0.163099733,High
Circle K #1434,810 W Green St,17,2.159090909,2.210505051,0.074290848,High
Circle K #1434,810 W Green St,18,2.065555556,2.130454545,0.059343324,High
Circle K #1434,810 W Green St,19,2.308,2.265164835,0.085872808,High
Circle K #1434,810 W Green St,20,2.246,2.2975,0.098990787,High
Circle K #1434,810 W Green St,21,2.22,2.25754902,0.127663204,High
Circle K #1434,810 W Green St,22,2.217142857,2.209885057,0.043894542,High
Circle K #1434,810 W Green St,23,2.164545455,2.186530612,0.101026709,High
Circle K #1434,810 W Green St,24,2.074,2.134955752,0.144902208,High
Circle K #1434,810 W Green St,25,2.045,2.05311828,0.038701154,High
Circle K #1434,810 W Green St,26,2,2.099270833,0.102569563,High
Circle K #1434,810 W Green St,27,2.121428571,2.145816327,0.051210571,High
Circle K #1434,810 W Green St,28,2.107272727,2.120970874,0.071927449,High
Circle K #1434,810 W Green St,29,1.992307692,2.067272727,0.082780977,High
Circle K #1434,810 W Green St,30,2.136666667,2.132427184,0.114055938,High
Circle K #1434,810 W Green St,31,2.16125,2.198024691,0.049356351,High
Circle K #1434,810 W Green St,32,2.195833333,2.262788462,0.19092751,High
Circle K #1434,810 W Green St,33,2.321818182,2.328241758,0.08020243,High
Circle K #1434,810 W Green St,34,2.257142857,2.284326923,0.056099157,High
Circle K #1434,810 W Green St,35,2.39,2.391445783,0.078088951,High
Circle K #1434,810 W Green St,36,2.531111111,2.534886364,0.095158601,High
Circle K #1434,810 W Green St,37,2.529285714,2.541935484,0.124867391,High
Circle K #1434,810 W Green St,38,2.392,2.4240625,0.121789967,High
Circle K #1434,810 W Green St,39,2.387272727,2.398737864,0.104381273,High
Circle K #1434,810 W Green St,40,2.42,2.419807692,0.071080165,High
Circle K #1434,810 W Green St,41,2.326666667,2.369791667,0.059453284,High
Circle K #1434,810 W Green St,42,2.336,2.344356436,0.110547871,High
Circle K #1434,810 W Green St,43,2.483333333,2.445714286,0.12409563,High
Circle K #1434,810 W Green St,44,2.477142857,2.586727273,0.138166959,High
Circle K #1434,810 W Green St,45,2.69,2.689897959,0.044199522,High
Circle K #1434,810 W Green St,46,2.655,2.640891089,0.042687211,High
Circle K #1434,810 W Green St,47,2.53,2.519753086,0.082461738,High
Circle K #1434,810 W Green St,48,2.408333333,2.464803922,0.085094361,High
Circle K #1434,810 W Green St,49,2.367142857,2.394035088,0.021686393,High
Circle K #1434,810 W Green St,50,2.34,2.351440678,0.089081499,High
Circle K #1434,810 W Green St,51,2.458333333,2.410736842,0.144864148,High
Circle K #1434,810 W Green St,52,2.451428571,2.470526316,0.064325529,High
Circle K #1435,212 N Sycamore St,6,2.14,2.114,0.06391221,Average
Circle K #1435,212 N Sycamore St,29,1.92,2.067272727,0.082780977,High
Circle K #1438,3604 N Mattis Ave,4,2.195,2.236203704,0.088715839,Average
Circle K #1438,3604 N Mattis Ave,6,2,2.114,0.06391221,Average
Circle K #1438,3604 N Mattis Ave,10,2.2,2.253245614,0.127525778,High
Circle K #1438,3604 N Mattis Ave,20,2.25,2.2975,0.098990787,High
Circle K #1438,3604 N Mattis Ave,22,2.13,2.209885057,0.043894542,High
Circle K #1438,3604 N Mattis Ave,29,2.08,2.067272727,0.082780977,High
Circle K #1438,3604 N Mattis Ave,41,2.36,2.369791667,0.059453284,High
Circle K #1438,3604 N Mattis Ave,42,2.34,2.344356436,0.110547871,High
Circle K #1438,3604 N Mattis Ave,44,2.7,2.586727273,0.138166959,High
Circle K #1442,1511 N Prospect Ave,22,2.18,2.209885057,0.043894542,High
Circle K #1442,1511 N Prospect Ave,26,2.2,2.099270833,0.102569563,High
Circle K #1442,1511 N Prospect Ave,32,1.98,2.262788462,0.19092751,High
Circle K #1442,1511 N Prospect Ave,40,2.46,2.419807692,0.071080165,High
Circle K #1442,1511 N Prospect Ave,48,2.49,2.464803922,0.085094361,High
Circle K #1443,4202 W Springfield Ave,2,2.48,2.479344262,0.056198257,Average
Circle K #1443,4202 W Springfield Ave,8,2.15,2.278265306,0.083764834,High
Circle K #1443,4202 W Springfield Ave,45,2.665,2.689897959,0.044199522,High
Circle K 1335,920 W Main St,37,2.4,2.541935484,0.124867391,High
CITGO 24 Wheaton,331 Rice Lake Sq,43,2.76,2.445714286,0.12409563,High
CITGO Minuteman,1458 Bloomingdale Rd,4,2.3,2.236203704,0.088715839,Average
Colonial 11,502 N Main St,42,2.28,2.344356436,0.110547871,High
Colonial 11,502 N Main St,43,2.425,2.445714286,0.12409563,High
Decatur Shell,355 N Wyckles Rd,32,2.4,2.262788462,0.19092751,High
Decatur Shell,355 N Wyckles Rd,41,2.4,2.369791667,0.059453284,High
Dharm Inc.,3712 N University St,29,2.22,2.067272727,0.082780977,High
Dharm Inc.,3712 N University St,30,2.302,2.132427184,0.114055938,High
Dharm Inc.,3712 N University St,33,2.313333333,2.328241758,0.08020243,High
Dharm Inc.,3712 N University St,34,2.34,2.284326923,0.056099157,High
Dharm Inc.,3712 N University St,37,2.492,2.541935484,0.124867391,High
Dharm Inc.,3712 N University St,38,2.32,2.4240625,0.121789967,High
Dharm Inc.,3712 N University St,40,2.48,2.419807692,0.071080165,High
Dharm Inc.,3712 N University St,41,2.42,2.369791667,0.059453284,High
Dharm Inc.,3712 N University St,44,2.626666667,2.586727273,0.138166959,High
Dharm Inc.,3712 N University St,45,2.7,2.689897959,0.044199522,High
Energy Co. One Stop 1,1400 S Jefferson Ave,27,1.98,2.145816327,0.051210571,High
Fred's Fuel & Food #,624 US Highway 24 W,11,2.1,2.197592593,0.165200928,High
Fred's Fuel & Food #,624 US Highway 24 W,39,2.3,2.398737864,0.104381273,High
Freedom Oil Co.,1812 N Cunningham Ave,3,2.34,2.400842105,0.142004369,Average
Freedom Oil Co.,1812 N Cunningham Ave,8,2.28,2.278265306,0.083764834,High
Freedom Oil Co.,1812 N Cunningham Ave,9,2.31,2.332056075,0.071437244,High
Freedom Oil Co.,1812 N Cunningham Ave,27,2.12,2.145816327,0.051210571,High
Freedom Oil Co.,1812 N Cunningham Ave,40,2.5,2.419807692,0.071080165,High
Freedom Oil Co.,1812 N Cunningham Ave,41,2.36,2.369791667,0.059453284,High
Freedom Oil Co.,1812 N Cunningham Ave,46,2.65,2.640891089,0.042687211,High
Freedom Oil Co.,1812 N Cunningham Ave,48,3.16,2.464803922,0.085094361,High
Freedom Oil Co.,1812 N Cunningham Ave,50,3.04,2.351440678,0.089081499,High
Fuel 24 1124,15725 US Highway 36,43,2.3,2.445714286,0.12409563,High
Fuel 24 1124,15725 US Highway 36,44,2.4325,2.586727273,0.138166959,High
Gas Mart 41,1089 S State Route 157,28,2.18,2.120970874,0.071927449,High
GPM Petroleum LLC,2900 South Grand Ave E,10,2.245,2.253245614,0.127525778,High
GPM Petroleum LLC,3801 6th Street Frontage Rd W,29,2.14,2.067272727,0.082780977,High
Greenfield Shell,1104 S Main St,15,2.4,2.349605263,0.080157192,High
Greenfield Shell,1104 S Main St,21,2.3,2.25754902,0.127663204,High
Greenfield Shell,1104 S Main St,39,2.4,2.398737864,0.104381273,High
Haymakers 715,202 Devonshire Dr,7,2.23,2.256153846,0.083320736,High
Haymakers 715,202 Devonshire Dr,8,2.2,2.278265306,0.083764834,High
Haymakers 715,202 Devonshire Dr,10,2.175,2.253245614,0.127525778,High
Haymakers 715,202 Devonshire Dr,11,2.15,2.197592593,0.165200928,High
Haymakers 715,202 Devonshire Dr,15,2.28,2.349605263,0.080157192,High
Haymakers 715,202 Devonshire Dr,16,2.4,2.288518519,0.163099733,High
Haymakers 715,202 Devonshire Dr,18,2.18,2.130454545,0.059343324,High
Haymakers 715,202 Devonshire Dr,19,2.23,2.265164835,0.085872808,High
Haymakers 715,202 Devonshire Dr,23,2.08,2.186530612,0.101026709,High
Haymakers 715,202 Devonshire Dr,27,2.14,2.145816327,0.051210571,High
Haymakers 715,202 Devonshire Dr,29,2.05,2.067272727,0.082780977,High
Haymakers 715,202 Devonshire Dr,36,2.36,2.534886364,0.095158601,High
Haymakers 715,202 Devonshire Dr,39,2.25,2.398737864,0.104381273,High
Haymakers 715,202 Devonshire Dr,40,2.36,2.419807692,0.071080165,High
Haymakers 715,202 Devonshire Dr,43,2.48,2.445714286,0.12409563,High
Haymakers 715,202 Devonshire Dr,46,2.55,2.640891089,0.042687211,High
Haymakers 715,202 Devonshire Dr,48,2.32,2.464803922,0.085094361,High
Haymakers 715,202 Devonshire Dr,51,2.26,2.410736842,0.144864148,High
Huck's 250,501 Madison Ave,6,2.05,2.114,0.06391221,Average
Hucks 353,101 S 45th St,33,2.2,2.328241758,0.08020243,High
Jack Flash Farmersvi,30239 W Frontage Rd,5,2.2,2.169454545,0.065718839,Average
Jiffi Stop 10,3300 E Clear Lake Ave,37,2.58,2.541935484,0.124867391,High
Lions Stop,3525 Newman Rd,28,1.88,2.120970874,0.071927449,High
Loves #367 Food,505 S Persimmon St,4,2.06,2.236203704,0.088715839,Average
Loves 9529,1004 W Walnut St,8,2.16,2.278265306,0.083764834,High
Loves Travel 5578,9191 State Route 140,23,2.2,2.186530612,0.101026709,High
Loves Travel Stops #,12 W Northbrook Dr,46,2.76,2.640891089,0.042687211,High
Mach. 1 4,701 Veterans Ave,27,2.15,2.145816327,0.051210571,High
Mach. 1 7,2911 S Banker St,40,2.26,2.419807692,0.071080165,High
Mach. 1 Food Shop,1333 N Kennedy Blvd,38,2.36,2.4240625,0.121789967,High
Mach. 1 Food Shop 19,902 W Bloomington Rd,22,2.18,2.209885057,0.043894542,High
Mach. 1 Food Shop 19,902 W Bloomington Rd,46,2.62,2.640891089,0.042687211,High
Mac's 1207,11 E Northbrook Dr,14,2.48,2.348469388,0.164243671,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,3,2.39,2.400842105,0.142004369,Average
Mac's Convenienc Stor.,1501 N Lincoln Ave,4,2.24,2.236203704,0.088715839,Average
Mac's Convenienc Stor.,1501 N Lincoln Ave,7,2.28,2.256153846,0.083320736,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,8,2.275,2.278265306,0.083764834,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,9,2.36,2.332056075,0.071437244,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,10,2.193333333,2.253245614,0.127525778,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,11,1.96,2.197592593,0.165200928,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,12,2.42,2.353861386,0.056920476,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,13,2.2825,2.281521739,0.067187368,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,15,2.35,2.349605263,0.080157192,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,17,2.2,2.210505051,0.074290848,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,18,2.12,2.130454545,0.059343324,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,19,2.275,2.265164835,0.085872808,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,20,2.34,2.2975,0.098990787,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,21,2.22,2.25754902,0.127663204,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,24,2.08,2.134955752,0.144902208,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,25,2.06,2.05311828,0.038701154,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,26,2.2,2.099270833,0.102569563,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,28,2.04,2.120970874,0.071927449,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,29,2,2.067272727,0.082780977,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,30,2.253333333,2.132427184,0.114055938,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,31,2.2,2.198024691,0.049356351,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,32,2.2,2.262788462,0.19092751,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,37,2.54,2.541935484,0.124867391,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,41,2.36,2.369791667,0.059453284,High
Mac's Convenienc Stor.,1501 N Lincoln Ave,42,2.3,2.344356436,0.110547871,High
